BFS_NR,GEBIET_NAME,THEMA_NAME,SET_NAME,SUBSET_NAME,INDIKATOR_ID,INDIKATOR_NAME,INDIKATOR_JAHR,INDIKATOR_VALUE,EINHEIT_KURZ,EINHEIT_LANG,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1975,82,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1976,83,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1977,85,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1978,89,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1979,95,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1980,102,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1981,111,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1982,123,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1983,137,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1984,152,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1985,169,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1986,193,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1987,227,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1988,267,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1989,321,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1990,379,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1991,420,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1992,460,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1993,472,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1994,468,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1995,455,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1996,443,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1997,436,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1998,430,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1999,435,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2000,432,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2001,435,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2002,436,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2003,439,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2004,444,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2005,457,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2006,465,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2007,476,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2008,489,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2009,505,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2010,523,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2011,545,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2012,568,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2013,592,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2014,617,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2015,642,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2016,667,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2017,694,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2018,723,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2019,754,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2020,784,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2021,808,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2022,824,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2023,834,Fr./m2,Franken pro Quadratmeter,
55,Eglisau,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2024,838,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1974,116,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1975,116,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1976,118,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1977,122,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1978,127,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1979,134,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1980,142,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1981,154,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1982,169,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1983,186,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1984,204,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1985,225,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1986,253,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1987,293,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1988,339,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1989,400,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1990,465,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1991,510,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1992,555,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1993,590,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1994,591,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1995,573,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1996,557,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1997,551,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1998,544,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1999,542,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2000,537,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2001,535,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2002,537,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2003,543,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2004,559,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2005,568,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2006,579,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2007,595,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2008,618,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2009,645,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2010,679,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2011,719,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2012,759,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2013,801,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2014,847,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2015,894,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2016,943,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2017,995,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2018,1053,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2019,1112,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2020,1171,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2021,1220,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2022,1252,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2023,1271,Fr./m2,Franken pro Quadratmeter,
56,Embrach,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2024,1279,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1974,99,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1975,99,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1976,101,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1977,104,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1978,109,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1979,116,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1980,125,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1981,136,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1982,151,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1983,168,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1984,187,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1985,209,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1986,239,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1987,282,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1988,333,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1989,401,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1990,476,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1991,528,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1992,570,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1993,597,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1994,585,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1995,569,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1996,549,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1997,541,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1998,535,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1999,534,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2000,526,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2001,526,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2002,528,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2003,546,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2004,538,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2005,547,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2006,560,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2007,581,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2008,595,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2009,611,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2010,632,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2011,655,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2012,679,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2013,702,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2014,726,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2015,752,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2016,778,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2017,806,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2018,835,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2019,865,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2020,893,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2021,918,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2022,933,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2023,943,Fr./m2,Franken pro Quadratmeter,
57,Freienstein-Teufen,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2024,946,Fr./m2,Franken pro Quadratmeter,
58,Glattfelden,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1974,95,Fr./m2,Franken pro Quadratmeter,
58,Glattfelden,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1975,96,Fr./m2,Franken pro Quadratmeter,
58,Glattfelden,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1976,97,Fr./m2,Franken pro Quadratmeter,
